;Radical Number,Status,Unified Ideo,Hex,Radical,Hex,Name,Conf. Char,Hex,Unified Ideo. has NO Remaining Strokes in Unihan
1,Main,一,U+4E00,⼀,U+2F00,ONE
2,Main,丨,U+4E28,⼁,U+2F01,LINE
3,Main,丶,U+4E36,⼂,U+2F02,DOT
4,Main,丿,U+4E3F,⼃,U+2F03,SLASH,,,乀乁
5,Main,乙,U+4E59,⼄,U+2F04,SECOND,,,乚乛𠃉𠃊𠃋𠃌𠃍𠃎𠃑
5,Variant,乚,X-4E5A,⺃,U+2E83,SECOND_TWO
5,Variant,乛,X-4E5B,⺂,U+2E82,SECOND_ONE
5,Variant,,!VALUE!,⺄,U+2E84,SECOND_THREE
6,Main,亅,U+4E85,⼅,U+2F05,HOOK,,,𠄌
7,Main,二,U+4E8C,⼆,U+2F06,TWO,,,𠄞𠄟𠄠
8,Main,亠,U+4EA0,⼇,U+2F07,LID
9,Main,人,U+4EBA,⼈,U+2F08,MAN,,,亻𠆢
9,Variant,亻,X-4EBB,⺅,U+2E85,PERSON
10,Main,儿,U+513F,⼉,U+2F09,LEGS
11,Main,入,U+5165,⼊,U+2F0A,ENTER
12,Main,八,U+516B,⼋,U+2F0B,EIGHT
13,Main,冂,U+5182,⼌,U+2F0C,DOWN_BOX
13,Variant,,!VALUE!,⺆,U+2E86,BOX
14,Main,冖,U+5196,⼍,U+2F0D,COVER
15,Main,冫,U+51AB,⼎,U+2F0E,ICE
16,Main,几,U+51E0,⼏,U+2F0F,TABLE,,,𠘧𠘨
16,Variant,𠘨,X-20628,⺇,U+2E87,TABLE
17,Main,凵,U+51F5,⼐,U+2F10,OPEN_BOX,,,𠙴
18,Main,刀,U+5200,⼑,U+2F11,KNIFE,,,刁刂𠚣
18,Variant,刂,X-5202,⺉,U+2E89,KNIFE_TWO
18,Variant,,!VALUE!,⺈,U+2E88,KNIFE_ONE
19,Main,力,U+529B,⼒,U+2F12,POWER
20,Main,勹,U+52F9,⼓,U+2F13,WRAP
21,Main,匕,U+5315,⼔,U+2F14,SPOON,,,𠤎
22,Main,匚,U+531A,⼕,U+2F15,RIGHT_OPEN_BOX,,,𠤬
23,Main,匸,U+5338,⼖,U+2F16,HIDING_ENCLOSURE
24,Main,十,U+5341,⼗,U+2F17,TEN
25,Main,卜,U+535C,⼘,U+2F18,DIVINATION
25,Variant,,!VALUE!,⺊,U+2E8A,DIVINATION
26,Main,卩,U+5369,⼙,U+2F19,SEAL
26,Variant,,!VALUE!,⺋,U+2E8B,SEAL
27,Main,厂,U+5382,⼚,U+2F1A,CLIFF
27,Variant,,!VALUE!,⺁,U+2E81,CLIFF
28,Main,厶,U+53B6,⼛,U+2F1B,PRIVATE
29,Main,又,U+53C8,⼜,U+2F1C,AGAIN
29,Variant,,!VALUE!,⺀,U+2E80,REPEAT
30,Main,口,U+53E3,⼝,U+2F1D,MOUTH
31,Main,囗,U+56D7,⼞,U+2F1E,ENCLOSURE
32,Main,土,U+571F,⼟,U+2F1F,EARTH
33,Main,士,U+58EB,⼠,U+2F20,SCHOLAR
34,Main,夂,U+5902,⼡,U+2F21,GO,,,𡕒
35,Main,夊,U+590A,⼢,U+2F22,GO_SLOWLY
36,Main,夕,U+5915,⼣,U+2F23,EVENING
37,Main,大,U+5927,⼤,U+2F24,BIG,,,夨
38,Main,女,U+5973,⼥,U+2F25,WOMAN
39,Main,子,U+5B50,⼦,U+2F26,CHILD,,,孑孒孓𡤼
40,Main,宀,U+5B80,⼧,U+2F27,ROOF
41,Main,寸,U+5BF8,⼨,U+2F28,INCH
42,Main,小,U+5C0F,⼩,U+2F29,SMALL,,,𡭔
42,Variant,,!VALUE!,⺍,U+2E8D,SMALL_TWO
42,Variant,,!VALUE!,⺌,U+2E8C,SMALL_ONE
43,Main,尢,U+5C22,⼪,U+2F2A,LAME,,,尣𡯁𡯂
43,Variant,𡯁,X-21BC1,⺐,U+2E90,LAME_THREE
43,Variant,尣,X-5C23,⺏,U+2E8F,LAME_TWO
43,Variant,兀,X-5140,⺎,U+2E8E,LAME_ONE
43,Variant,,!VALUE!,⺑,U+2E91,LAME_FOUR
44,Main,尸,U+5C38,⼫,U+2F2B,CORPSE,,,𡰣
45,Main,屮,U+5C6E,⼬,U+2F2C,SPROUT,,,𡳾
46,Main,山,U+5C71,⼭,U+2F2D,MOUNTAIN
47,Main,巛,U+5DDB,⼮,U+2F2E,RIVER,,,巜川𡿦𡿨
48,Main,工,U+5DE5,⼯,U+2F2F,WORK
49,Main,己,U+5DF1,⼰,U+2F30,ONESELF,,,已巳
49,Variant,巳,X-5DF3,⺒,U+2E92,SNAKE
50,Main,巾,U+5DFE,⼱,U+2F31,TURBAN
51,Main,干,U+5E72,⼲,U+2F32,DRY
52,Main,幺,U+5E7A,⼳,U+2F33,SHORT_THREAD,,,乡
52,Variant,,!VALUE!,⺓,U+2E93,THREAD
53,Main,广,U+5E7F,⼴,U+2F34,DOTTED_CLIFF
54,Main,廴,U+5EF4,⼵,U+2F35,LONG_STRIDE
55,Main,廾,U+5EFE,⼶,U+2F36,TWO_HANDS,,,𢌬
56,Main,弋,U+5F0B,⼷,U+2F37,SHOOT,,,𢍺
57,Main,弓,U+5F13,⼸,U+2F38,BOW,,,𢎗𢎘
58,Main,彐,U+5F50,⼹,U+2F39,SNOUT,,,彑
58,Variant,彑,X-5F51,⺔,U+2E94,SNOUT_ONE
58,Variant,,!VALUE!,⺕,U+2E95,SNOUT_TWO
59,Main,彡,U+5F61,⼺,U+2F3A,BRISTLE
60,Main,彳,U+5F73,⼻,U+2F3B,STEP
61,Main,心,U+5FC3,⼼,U+2F3C,HEART,,,忄𢖩
61,Variant,忄,X-5FC4,⺖,U+2E96,HEART_ONE
61,Variant,,!VALUE!,⺗,U+2E97,HEART_TWO
62,Main,戈,U+6208,⼽,U+2F3D,HALBERD
63,Main,戶,U+6236,⼾,U+2F3E,DOOR,,,户戸
64,Main,手,U+624B,⼿,U+2F3F,HAND,,,扌才龵
64,Variant,扌,X-624C,⺘,U+2E98,HAND
65,Main,支,U+652F,⽀,U+2F40,BRANCH
66,Main,攴,U+6534,⽁,U+2F41,RAP,,,攵
66,Variant,攵,X-6535,⺙,U+2E99,RAP
67,Main,文,U+6587,⽂,U+2F42,SCRIPT
68,Main,斗,U+6597,⽃,U+2F43,DIPPER,,,𣁬
69,Main,斤,U+65A4,⽄,U+2F44,AXE,,,𣂑
70,Main,方,U+65B9,⽅,U+2F45,SQUARE
71,Main,无,U+65E0,⽆,U+2F46,NOT
72,Main,日,U+65E5,⽇,U+2F47,SUN
72,Variant,,!VALUE!,⺜,U+2E9C,SUN
72,Variant,,!VALUE!,⺛,U+2E9B,CHOKE
73,Main,曰,U+66F0,⽈,U+2F48,SAY
74,Main,月,U+6708,⽉,U+2F49,MOON
74,Variant,,!VALUE!,⺝,U+2E9D,MOON
75,Main,木,U+6728,⽊,U+2F4A,TREE,,,朩𣎳𣎴
76,Main,欠,U+6B20,⽋,U+2F4B,LACK
77,Main,止,U+6B62,⽌,U+2F4C,STOP,,,龰𣥂
78,Main,歹,U+6B79,⽍,U+2F4D,DEATH,,,𣦵𣦶
78,Variant,,!VALUE!,⺞,U+2E9E,DEATH
79,Main,殳,U+6BB3,⽎,U+2F4E,WEAPON
80,Main,毋,U+6BCB,⽏,U+2F4F,DO_NOT,,,毌𣫬
80,Variant,母,X-6BCD,⺟,U+2E9F,MOTHER
81,Main,比,U+6BD4,⽐,U+2F50,COMPARE
82,Main,毛,U+6BDB,⽑,U+2F51,FUR,,,𣬛
83,Main,氏,U+6C0F,⽒,U+2F52,CLAN
83,Variant,民,X-6C11,⺠,U+2EA0,CIVILIAN
84,Main,气,U+6C14,⽓,U+2F53,STEAM
85,Main,水,U+6C34,⽔,U+2F54,WATER,,,氵氺𣱱
85,Variant,氵,X-6C35,⺡,U+2EA1,WATER_ONE
85,Variant,氺,X-6C3A,⺢,U+2EA2,WATER_TWO
86,Main,火,U+706B,⽕,U+2F55,FIRE,,,灬
86,Variant,灬,X-706C,⺣,U+2EA3,FIRE
87,Main,爪,U+722A,⽖,U+2F56,CLAW,,,爫𤓯𤓰
87,Variant,爫,U+722B,⺥,U+2EA5,PAW_TWO
87,Variant,,!VALUE!,⺤,U+2EA4,PAW_ONE
88,Main,父,U+7236,⽗,U+2F57,FATHER
89,Main,爻,U+723B,⽘,U+2F58,DOUBLE_X
90,Main,爿,U+723F,⽙,U+2F59,HALF_TREE_TRUNK,,,丬𤕪
90.1,Variant,丬,U+4E2C,⺦,U+2EA6,HALF_TREE_TRUNK
91,Main,片,U+7247,⽚,U+2F5A,SLICE
92,Main,牙,U+7259,⽛,U+2F5B,FANG,,,㸦
93,Main,牛,U+725B,⽜,U+2F5C,COW,,,牜
93,Variant,,!VALUE!,⺧,U+2EA7,COW
94,Main,犬,U+72AC,⽝,U+2F5D,DOG,,,犭
94,Variant,犭,X-72AD,⺨,U+2EA8,DOG
95,Main,玄,U+7384,⽞,U+2F5E,PROFOUND,,,𤣥
96,Main,玉,U+7389,⽟,U+2F5F,JADE,,,王𤣩
96,Variant,𤣩,X-248E9,⺩,U+2EA9,JADE
97,Main,瓜,U+74DC,⽠,U+2F60,MELON
98,Main,瓦,U+74E6,⽡,U+2F61,TILE
99,Main,甘,U+7518,⽢,U+2F62,SWEET,,,𤮺
100,Main,生,U+751F,⽣,U+2F63,LIFE,,,𤯓
101,Main,用,U+7528,⽤,U+2F64,USE,,,甩
102,Main,田,U+7530,⽥,U+2F65,FIELD,,,由甲申甴电𤰒
103,Main,疋,U+758B,⽦,U+2F66,BOLT_OF_CLOTH,,,𤴓𤴔
103,Variant,𤴔,X-24D14,⺪,U+2EAA,BOLT_OF_CLOTH
104,Main,疒,U+7592,⽧,U+2F67,SICKNESS
105,Main,癶,U+7676,⽨,U+2F68,DOTTED_TENT
106,Main,白,U+767D,⽩,U+2F69,WHITE
107,Main,皮,U+76AE,⽪,U+2F6A,SKIN
108,Main,皿,U+76BF,⽫,U+2F6B,DISH
109,Main,目,U+76EE,⽬,U+2F6C,EYE
109,Variant,,!VALUE!,⺫,U+2EAB,EYE
110,Main,矛,U+77DB,⽭,U+2F6D,SPEAR
111,Main,矢,U+77E2,⽮,U+2F6E,ARROW
112,Main,石,U+77F3,⽯,U+2F6F,STONE
113,Main,示,U+793A,⽰,U+2F70,SPIRIT,,,礻𥘅
113,Variant,礻,X-793B,⺭,U+2EAD,SPIRIT_TWO
113,Variant,,!VALUE!,⺬,U+2EAC,SPIRIT_ONE
114,Main,禸,U+79B8,⽱,U+2F71,TRACK
115,Main,禾,U+79BE,⽲,U+2F72,GRAIN,,,𥝌
116,Main,穴,U+7A74,⽳,U+2F73,CAVE,,,𥤢
117,Main,立,U+7ACB,⽴,U+2F74,STAND
118,Main,竹,U+7AF9,⽵,U+2F75,BAMBOO,,,𥫗
118,Variant,礻,X-793B,⺮,U+2EAE,BAMBOO
119,Main,米,U+7C73,⽶,U+2F76,RICE
120,Main,糸,U+7CF8,⽷,U+2F77,SILK,,,糹
120,Variant,糹,X-7CF9,⺯,U+2EAF,SILK
120.1,Main,纟,U+7E9F,⺰,U+2EB0,SILK
121,Main,缶,U+7F36,⽸,U+2F78,JAR,,,𦈢
122,Main,网,U+7F51,⽹,U+2F79,NET,,,䍏罒罓𦉪𦉫𦉭𦉰
122,Variant,𦉪,X-2626A,⺳,U+2EB3,NET_THREE
122,Variant,𦉫,X-2626B,⺵,U+2EB5,MESH
122,Variant,罒,X-7F52,⺲,U+2EB2,NET_TWO,⺫,U+2EAB
122,Variant,罓,X-7F53,⺱,U+2EB1,NET_ONE
122,Variant,㓁,X-34C1,⺴,U+2EB4,NET_FOUR
123,Main,羊,U+7F8A,⽺,U+2F7A,SHEEP,,,𦍋𦍌𦍍
123,Variant,𦍌,X-2634C,⺷,U+2EB7,RAM
123,Variant,,!VALUE!,⺶,U+2EB6,SHEEP
123,Variant,𦍋,X-2634B,⺸,U+2EB8,EWE
124,Main,羽,U+7FBD,⽻,U+2F7B,FEATHER
125,Main,老,U+8001,⽼,U+2F7C,OLD,,,耂考
125,Variant,耂,X-8002,⺹,U+2EB9,OLD
126,Main,而,U+800C,⽽,U+2F7D,AND,,,𦓐
127,Main,耒,U+8012,⽾,U+2F7E,PLOW,,,𦓤
128,Main,耳,U+8033,⽿,U+2F7F,EAR
129,Main,聿,U+807F,⾀,U+2F80,BRUSH,,,肀𦘒
129,Variant,肀,X-8080,⺺,U+2EBA,BRUSH_ONE
129,Variant,,!VALUE!,⺻,U+2EBB,BRUSH_TWO
130,Main,肉,U+8089,⾁,U+2F81,MEAT
130,Variant,,!VALUE!,⺼,U+2EBC,MEAT
131,Main,臣,U+81E3,⾂,U+2F82,MINISTER,,,𦣞
132,Main,自,U+81EA,⾃,U+2F83,SELF,,,𦣹
133,Main,至,U+81F3,⾄,U+2F84,ARRIVE,,,𦤳𦤴
134,Main,臼,U+81FC,⾅,U+2F85,MORTAR,,,𦥑𦥒𦥓
134,Variant,𦥑,X-26951,⺽,U+2EBD,MORTAR
135,Main,舌,U+820C,⾆,U+2F86,TONGUE
136,Main,舛,U+821B,⾇,U+2F87,OPPOSE
137,Main,舟,U+821F,⾈,U+2F88,BOAT,,,𠂨
138,Main,艮,U+826E,⾉,U+2F89,STOPPING
139,Main,色,U+8272,⾊,U+2F8A,COLOR
140,Main,艸,U+8278,⾋,U+2F8B,GRASS,,,䒑艹
140,Variant,艹,X-8279,⺾,U+2EBE,GRASS_ONE
140,Variant,,!VALUE!,⺿,U+2EBF,GRASS_TWO
140,Variant,,!VALUE!,⻀,U+2EC0,GRASS_THREE
141,Main,虍,U+864D,⾌,U+2F8C,TIGER
141,Variant,虎,X-864E,⻁,U+2EC1,TIGER
142,Main,虫,U+866B,⾍,U+2F8D,INSECT
143,Main,血,U+8840,⾎,U+2F8E,BLOOD
144,Main,行,U+884C,⾏,U+2F8F,WALK_ENCLOSURE
145,Main,衣,U+8863,⾐,U+2F90,CLOTHES,,,衤𧘇
145,Variant,衤,X-8864,⻂,U+2EC2,CLOTHES
146,Main,襾,U+897E,⾑,U+2F91,WEST,,,西覀
146,Variant,西,X-897F,⻄,U+2EC4,WEST_TWO
146,Variant,覀,X-8980,⻃,U+2EC3,WEST_ONE
147,Main,見,U+898B,⾒,U+2F92,SEE
147.1,Main,见,U+89C1,⻅,U+2EC5,SEE
148,Main,角,U+89D2,⾓,U+2F93,HORN,,,𧢲
148,Variant,𧢲,X-278B2,⻇,U+2EC7,HORN
148,Variant,,!VALUE!,⻆,U+2EC6,HORN
149,Main,言,U+8A00,⾔,U+2F94,SPEECH,,,訁𧥛𧥜
149.1,Main,讠,U+8BA0,⻈,U+2EC8,SPEECH
150,Main,谷,U+8C37,⾕,U+2F95,VALLEY,,,𧮫
151,Main,豆,U+8C46,⾖,U+2F96,BEAN
152,Main,豕,U+8C55,⾗,U+2F97,PIG,,,𧰧𧰨
153,Main,豸,U+8C78,⾘,U+2F98,BADGER
154,Main,貝,U+8C9D,⾙,U+2F99,SHELL
154.1,Main,贝,U+8D1D,⻉,U+2EC9,SHELL
155,Main,赤,U+8D64,⾚,U+2F9A,RED
156,Main,走,U+8D70,⾛,U+2F9B,RUN,,,赱𧺆
157,Main,足,U+8DB3,⾜,U+2F9C,FOOT,,,𧾷
157,Variant,𧾷,X-27FB7,⻊,U+2ECA,FOOT
158,Main,身,U+8EAB,⾝,U+2F9D,BODY,,,𨈏𨈐𨈑
159,Main,車,U+8ECA,⾞,U+2F9E,CART
159.1,Main,车,U+8F66,⻋,U+2ECB,CART
160,Main,辛,U+8F9B,⾟,U+2F9F,BITTER,,,𨐋
161,Main,辰,U+8FB0,⾠,U+2FA0,MORNING,,,𨑃𨑄
162,Main,辵,U+8FB5,⾡,U+2FA1,WALK,,,辶𠔇
162.1,Variant,辶,X-8FB6,⻍,U+2ECD,WALK_ONE
162.1,Variant,,!VALUE!,⻌,U+2ECC,WALK
162.1,Variant,,!VALUE!,⻎,U+2ECE,WALK_TWO
163,Main,邑,U+9091,⾢,U+2FA2,CITY,,,𨙨
163,Variant,阝,X-961D,⻏,U+2ECF,CITY
164,Main,酉,U+9149,⾣,U+2FA3,WINE
165,Main,釆,U+91C6,⾤,U+2FA4,DISTINGUISH
166,Main,里,U+91CC,⾥,U+2FA5,VILLAGE
167,Main,金,U+91D1,⾦,U+2FA6,GOLD,,,釒
167.1,Main,钅,U+9485,⻐,U+2ED0,GOLD
168,Main,長,U+9577,⾧,U+2FA7,LONG,,,镸𨱗𨱘
168,Variant,镸,X-9578,⻒,U+2ED2,LONG_TWO
168,Variant,,!VALUE!,⻑,U+2ED1,LONG_ONE
168.1,Main,长,U+957F,⻓,U+2ED3,LONG
169,Main,門,U+9580,⾨,U+2FA8,GATE,,,𨳇𨳈
169.1,Main,门,U+95E8,⻔,U+2ED4,GATE
170,Main,阜,U+961C,⾩,U+2FA9,MOUND,,,阝𨸏
170,Variant,𨸏,X-28E0F,⻕,U+2ED5,MOUND_ONE
170,Variant,阝,X-961D,⻖,U+2ED6,MOUND_TWO,⻏,U+2ECF
171,Main,隶,U+96B6,⾪,U+2FAA,SLAVE
172,Main,隹,U+96B9,⾫,U+2FAB,SHORT_TAILED_BIRD
173,Main,雨,U+96E8,⾬,U+2FAC,RAIN
173,Variant,,!VALUE!,⻗,U+2ED7,RAIN
174,Main,靑,U+9751,⾭,U+2FAD,BLUE,,,青
174,Variant,青,X-9752,⻘,U+2ED8,BLUE
175,Main,非,U+975E,⾮,U+2FAE,WRONG
176,Main,面,U+9762,⾯,U+2FAF,FACE,,,靣𠚑
177,Main,革,U+9769,⾰,U+2FB0,LEATHER
178,Main,韋,U+97CB,⾱,U+2FB1,TANNED_LEATHER
178.1,Main,韦,U+97E6,⻙,U+2ED9,TANNED_LEATHER
179,Main,韭,U+97ED,⾲,U+2FB2,LEEK
180,Main,音,U+97F3,⾳,U+2FB3,SOUND
181,Main,頁,U+9801,⾴,U+2FB4,LEAF,,,𩑋
181.1,Main,页,U+9875,⻚,U+2EDA,LEAF
182,Main,風,U+98A8,⾵,U+2FB5,WIND
182.1,Main,风,U+98CE,⻛,U+2EDB,WIND
183,Main,飛,U+98DB,⾶,U+2FB6,FLY,,,𩙱
183.1,Main,飞,U+98DE,⻜,U+2EDC,FLY
184,Main,食,U+98DF,⾷,U+2FB7,EAT,,,飠𠋑𩙿𩚀𩚁𩚃
184,Variant,𩙿,X-2967F,⻞,U+2EDE,EAT_TWO
184,Variant,飠,X-98E0,⻟,U+2EDF,EAT_THREE
184,Variant,,!VALUE!,⻝,U+2EDD,EAT_ONE
184.1,Main,饣,U+9963,⻠,U+2EE0,EAT
185,Main,首,U+9996,⾸,U+2FB8,HEAD,,,𩠐
185,Variant,𩠐,X-29810,⻡,U+2EE1,HEAD
186,Main,香,U+9999,⾹,U+2FB9,FRAGRANT
187,Main,馬,U+99AC,⾺,U+2FBA,HORSE,,,𩡧
187.1,Main,马,U+9A6C,⻢,U+2EE2,HORSE
188,Main,骨,U+9AA8,⾻,U+2FBB,BONE
188,Variant,,!VALUE!,⻣,U+2EE3,BONE
189,Main,高,U+9AD8,⾼,U+2FBC,TALL,,,髙
190,Main,髟,U+9ADF,⾽,U+2FBD,HAIR
191,Main,鬥,U+9B25,⾾,U+2FBE,FIGHT,,,𩰊𩰋
192,Main,鬯,U+9B2F,⾿,U+2FBF,SACRIFICIAL_WINE
193,Main,鬲,U+9B32,⿀,U+2FC0,CAULDRON
194,Main,鬼,U+9B3C,⿁,U+2FC1,GHOST
194,Variant,,!VALUE!,⻤,U+2EE4,GHOST
195,Main,魚,U+9B5A,⿂,U+2FC2,FISH,,,𤋳𩵋
195.1,Main,鱼,U+9C7C,⻥,U+2EE5,FISH
196,Main,鳥,U+9CE5,⿃,U+2FC3,BIRD
196.1,Main,鸟,U+9E1F,⻦,U+2EE6,BIRD
197,Main,鹵,U+9E75,⿄,U+2FC4,SALT,,,𠧸
197.1,Main,卤,U+5364,⻧,U+2EE7,SALT
198,Main,鹿,U+9E7F,⿅,U+2FC5,DEER,,,𢉖
199,Main,麥,U+9EA5,⿆,U+2FC6,WHEAT
199.1,Main,麦,U+9EA6,⻨,U+2EE8,WHEAT
200,Main,麻,U+9EBB,⿇,U+2FC7,HEMP
201,Main,黃,U+9EC3,⿈,U+2FC8,YELLOW,,,黄
201.1,Main,黄,U+9EC4,⻩,U+2EE9,YELLOW
202,Main,黍,U+9ECD,⿉,U+2FC9,MILLET
203,Main,黑,U+9ED1,⿊,U+2FCA,BLACK,,,黒𪐗
204,Main,黹,U+9EF9,⿋,U+2FCB,EMBROIDERY
205,Main,黽,U+9EFD,⿌,U+2FCC,FROG
205.1,Main,黾,U+9EFE,⻪,U+2EEA,FROG
206,Main,鼎,U+9F0E,⿍,U+2FCD,TRIPOD,,,𪔂
207,Main,鼓,U+9F13,⿎,U+2FCE,DRUM,,,鼔𡔷
208,Main,鼠,U+9F20,⿏,U+2FCF,RAT,,,鼡
209,Main,鼻,U+9F3B,⿐,U+2FD0,NOSE
210,Main,齊,U+9F4A,⿑,U+2FD1,EVEN,,,𪗄
210.1,Main,齐,U+9F50,⻬,U+2EEC,EVEN
210.1,Variant,斉,X-6589,⻫,U+2EEB,EVEN
211,Main,齒,U+9F52,⿒,U+2FD2,TOOTH,,,𣦋
211,Variant,歯,X-6B6F,⻭,U+2EED,TOOTH
211.1,Main,齿,U+9F7F,⻮,U+2EEE,TOOTH
212,Main,龍,U+9F8D,⿓,U+2FD3,DRAGON
212,Variant,竜,X-7ADC,⻯,U+2EEF,DRAGON歯
212.1,Main,龙,U+9F99,⻰,U+2EF0,DRAGON
213,Main,龜,U+9F9C,⿔,U+2FD4,TURTLE,,,𪚦𪛉
213,Variant,,!VALUE!,⻱,U+2EF1,TURTLE
213,Variant,亀,X-4E80,⻲,U+2EF2,TURTLE
213.1,Main,龟,U+9F9F,⻳,U+2EF3,TURTLE
214,Main,龠,U+9FA0,⿕,U+2FD5,FLUTE